grid_id,shortage_bikes,unmet_bikes,served_bikes,surplus_bikes
500m_r010_c003__v01,0,0,0,17
500m_r010_c007__v01,3,3,0,0
500m_r010_c008__v01,0,0,0,19
500m_r010_c008__v02,0,0,0,18
500m_r010_c008__v03,0,0,0,18
500m_r010_c009__v01,0,0,0,11
500m_r010_c009__v02,0,0,0,11
500m_r010_c010__v01,0,0,0,4
500m_r010_c014__v01,0,0,0,14
500m_r010_c014__v02,0,0,0,14
500m_r010_c014__v03,0,0,0,13
500m_r010_c015__v01,0,0,0,17
500m_r010_c015__v02,0,0,0,16
500m_r010_c015__v03,0,0,0,16
500m_r010_c016__v01,0,0,0,11
500m_r010_c016__v02,0,0,0,10
500m_r010_c018__v01,18,0,18,0
500m_r010_c019__v01,17,0,17,0
500m_r010_c022__v01,0,0,0,4
500m_r010_c023__v01,0,0,0,3
500m_r010_c024__v01,13,0,13,0
500m_r010_c025__v01,9,0,9,0
500m_r010_c026__v01,0,0,0,7
500m_r010_c027__v01,0,0,0,13
500m_r010_c028__v01,0,0,0,11
500m_r010_c029__v01,4,4,0,0
500m_r011_c001__v01,3,3,0,0
500m_r011_c003__v01,0,0,0,14
500m_r011_c003__v02,0,0,0,13
500m_r011_c004__v01,4,4,0,0
500m_r011_c007__v01,13,0,13,0
500m_r011_c007__v02,12,1,11,0
500m_r011_c008__v01,4,4,0,0
500m_r011_c013__v01,0,0,0,4
500m_r011_c014__v01,0,0,0,16
500m_r011_c014__v02,0,0,0,16
500m_r011_c015__v01,5,2,3,0
500m_r011_c016__v01,0,0,0,6
500m_r011_c017__v01,0,0,0,19
500m_r011_c017__v02,0,0,0,18
500m_r011_c018__v01,4,0,4,0
500m_r011_c019__v01,0,0,0,3
500m_r011_c020__v01,0,0,0,7
500m_r011_c021__v01,0,0,0,8
500m_r011_c022__v01,0,0,0,4
500m_r011_c023__v01,0,0,0,16
500m_r011_c024__v01,0,0,0,10
500m_r011_c025__v01,0,0,0,9
500m_r011_c026__v01,0,0,0,19
500m_r011_c026__v02,0,0,0,19
500m_r011_c026__v03,0,0,0,19
500m_r011_c027__v01,0,0,0,18
500m_r011_c028__v01,0,0,0,9
500m_r011_c029__v01,3,3,0,0
500m_r011_c030__v01,0,0,0,7
500m_r012_c001__v01,10,10,0,0
500m_r012_c006__v01,0,0,0,10
500m_r012_c013__v01,12,0,12,0
500m_r012_c013__v02,11,0,11,0
500m_r012_c014__v01,4,4,0,0
500m_r012_c015__v01,0,0,0,13
500m_r012_c015__v02,0,0,0,12
500m_r012_c016__v01,0,0,0,10
500m_r012_c017__v01,0,0,0,6
500m_r012_c018__v01,16,0,16,0
500m_r012_c018__v02,15,0,15,0
500m_r012_c020__v01,0,0,0,3
500m_r012_c021__v01,0,0,0,7
500m_r012_c023__v01,0,0,0,17
500m_r012_c025__v01,0,0,0,13
500m_r012_c026__v01,3,3,0,0
500m_r012_c027__v01,6,6,0,0
500m_r012_c028__v01,0,0,0,7
500m_r012_c030__v01,0,0,0,7
500m_r013_c000__v01,0,0,0,11
500m_r013_c000__v02,0,0,0,11
500m_r013_c009__v01,0,0,0,3
500m_r013_c014__v01,0,0,0,5
500m_r013_c017__v01,8,0,8,0
500m_r013_c018__v01,16,0,16,0
500m_r013_c018__v02,16,0,16,0
500m_r013_c018__v03,16,0,16,0
500m_r013_c018__v04,15,0,15,0
500m_r013_c019__v01,4,0,4,0
500m_r013_c020__v01,0,0,0,4
500m_r013_c021__v01,11,0,11,0
500m_r013_c022__v01,10,0,10,0
500m_r013_c023__v01,0,0,0,7
500m_r013_c024__v01,11,0,11,0
500m_r013_c026__v01,13,0,13,0
500m_r013_c027__v01,17,0,17,0
500m_r013_c027__v02,17,0,17,0
500m_r013_c030__v01,11,11,0,0
500m_r013_c030__v02,10,10,0,0
500m_r014_c000__v01,0,0,0,3
500m_r014_c008__v01,13,0,13,0
500m_r014_c011__v01,3,3,0,0
500m_r014_c013__v01,4,4,0,0
500m_r014_c014__v01,3,3,0,0
500m_r014_c018__v01,0,0,0,19
500m_r014_c018__v02,0,0,0,18
500m_r014_c018__v03,0,0,0,18
500m_r014_c019__v01,0,0,0,8
500m_r014_c021__v01,0,0,0,6
500m_r014_c023__v01,6,0,6,0
500m_r014_c024__v01,10,0,10,0
500m_r014_c025__v01,15,0,15,0
500m_r014_c025__v02,15,0,15,0
500m_r014_c026__v01,0,0,0,20
500m_r014_c027__v01,20,0,20,0
500m_r014_c028__v01,6,6,0,0
500m_r014_c030__v01,5,5,0,0
500m_r015_c000__v01,16,0,16,0
500m_r015_c011__v01,3,3,0,0
500m_r015_c012__v01,18,0,18,0
500m_r015_c013__v01,4,4,0,0
500m_r015_c014__v01,5,5,0,0
500m_r015_c016__v01,12,0,12,0
500m_r015_c017__v01,4,4,0,0
500m_r015_c019__v01,0,0,0,5
500m_r015_c024__v01,0,0,0,14
500m_r015_c026__v01,0,0,0,19
500m_r015_c026__v02,0,0,0,19
500m_r015_c026__v03,0,0,0,19
500m_r015_c026__v04,0,0,0,19
500m_r015_c027__v01,7,7,0,0
500m_r015_c028__v01,14,0,14,0
500m_r015_c030__v01,8,8,0,0
500m_r016_c010__v01,7,7,0,0
500m_r016_c011__v01,0,0,0,7
500m_r016_c013__v01,8,0,8,0
500m_r016_c014__v01,0,0,0,8
500m_r016_c015__v01,11,1,10,0
500m_r016_c015__v02,11,3,8,0
500m_r016_c018__v01,0,0,0,6
500m_r016_c019__v01,5,5,0,0
500m_r016_c022__v01,0,0,0,3
500m_r016_c024__v01,0,0,0,9
500m_r016_c025__v01,0,0,0,3
500m_r016_c026__v01,0,0,0,15
500m_r016_c027__v01,15,0,15,0
500m_r016_c027__v02,15,0,15,0
500m_r016_c027__v03,14,0,14,0
500m_r017_c011__v01,6,6,0,0
500m_r017_c012__v01,4,4,0,0
500m_r017_c013__v01,9,9,0,0
500m_r017_c015__v01,3,3,0,0
500m_r017_c016__v01,12,0,12,0
500m_r017_c017__v01,6,6,0,0
500m_r017_c018__v01,13,0,13,0
500m_r017_c019__v01,7,7,0,0
500m_r017_c022__v01,3,3,0,0
500m_r017_c025__v01,6,6,0,0
500m_r017_c026__v01,12,0,12,0
500m_r017_c026__v02,12,0,12,0
500m_r017_c027__v01,11,1,10,0
500m_r017_c027__v02,10,10,0,0
500m_r017_c029__v01,7,7,0,0
500m_r017_c030__v01,0,0,0,8
500m_r018_c012__v01,0,0,0,15
500m_r018_c016__v01,0,0,0,16
500m_r018_c017__v01,3,3,0,0
500m_r018_c025__v01,3,3,0,0
500m_r018_c026__v01,10,10,0,0
500m_r018_c029__v01,0,0,0,12
500m_r018_c029__v02,0,0,0,12
500m_r018_c030__v01,0,0,0,10
500m_r019_c015__v01,0,0,0,8
500m_r019_c016__v01,0,0,0,7
500m_r019_c026__v01,0,0,0,9
500m_r019_c027__v01,0,0,0,5
