grid_id,shortage_bikes,unmet_bikes,served_bikes,surplus_bikes
1000m_r004_c004__v01,0,0,0,11
1000m_r004_c005__v01,0,0,0,16
1000m_r004_c005__v02,0,0,0,15
1000m_r004_c005__v03,0,0,0,15
1000m_r004_c006__v01,17,17,0,0
1000m_r004_c006__v02,17,17,0,0
1000m_r004_c007__v01,0,0,0,16
1000m_r004_c007__v02,0,0,0,16
1000m_r004_c007__v03,0,0,0,15
1000m_r004_c007__v04,0,0,0,15
1000m_r004_c009__v01,0,0,0,15
1000m_r004_c010__v01,20,0,20,0
1000m_r004_c013__v01,19,0,19,0
1000m_r004_c014__v01,0,0,0,4
1000m_r005_c000__v01,6,0,6,0
1000m_r005_c001__v01,0,0,0,20
1000m_r005_c001__v02,0,0,0,19
1000m_r005_c002__v01,5,0,5,0
1000m_r005_c003__v01,14,0,14,0
1000m_r005_c003__v02,14,0,14,0
1000m_r005_c004__v01,0,0,0,19
1000m_r005_c004__v02,0,0,0,19
1000m_r005_c004__v03,0,0,0,19
1000m_r005_c004__v04,0,0,0,18
1000m_r005_c005__v01,0,0,0,7
1000m_r005_c006__v01,0,0,0,6
1000m_r005_c007__v01,0,0,0,20
1000m_r005_c007__v02,0,0,0,20
1000m_r005_c007__v03,0,0,0,20
1000m_r005_c007__v04,0,0,0,19
1000m_r005_c007__v05,0,0,0,19
1000m_r005_c007__v06,0,0,0,19
1000m_r005_c008__v01,0,0,0,17
1000m_r005_c008__v02,0,0,0,16
1000m_r005_c008__v03,0,0,0,16
1000m_r005_c008__v04,0,0,0,16
1000m_r005_c009__v01,18,0,18,0
1000m_r005_c009__v02,18,0,18,0
1000m_r005_c010__v01,0,0,0,15
1000m_r005_c011__v01,0,0,0,14
1000m_r005_c011__v02,0,0,0,13
1000m_r005_c012__v01,3,0,3,0
1000m_r005_c013__v01,0,0,0,19
1000m_r005_c013__v02,0,0,0,19
1000m_r005_c013__v03,0,0,0,19
1000m_r005_c013__v04,0,0,0,19
1000m_r005_c013__v05,0,0,0,19
1000m_r005_c014__v01,0,0,0,13
1000m_r005_c015__v01,0,0,0,8
1000m_r006_c000__v01,0,0,0,13
1000m_r006_c003__v01,0,0,0,5
1000m_r006_c004__v01,0,0,0,3
1000m_r006_c006__v01,14,0,14,0
1000m_r006_c006__v02,14,0,14,0
1000m_r006_c007__v01,0,0,0,12
1000m_r006_c007__v02,0,0,0,12
1000m_r006_c008__v01,0,0,0,10
1000m_r006_c009__v01,20,0,20,0
1000m_r006_c009__v02,20,0,20,0
1000m_r006_c009__v03,20,0,20,0
1000m_r006_c009__v04,20,0,20,0
1000m_r006_c009__v05,20,0,20,0
1000m_r006_c010__v01,0,0,0,3
1000m_r006_c011__v01,0,0,0,12
1000m_r006_c013__v01,19,0,19,0
1000m_r006_c013__v02,19,0,19,0
1000m_r006_c013__v03,18,0,18,0
1000m_r006_c014__v01,0,0,0,7
1000m_r006_c015__v01,14,0,14,0
1000m_r007_c000__v01,16,0,16,0
1000m_r007_c004__v01,12,0,12,0
1000m_r007_c005__v01,6,0,6,0
1000m_r007_c006__v01,13,0,13,0
1000m_r007_c006__v02,12,0,12,0
1000m_r007_c007__v01,7,0,7,0
1000m_r007_c008__v01,14,0,14,0
1000m_r007_c009__v01,0,0,0,17
1000m_r007_c009__v02,0,0,0,17
1000m_r007_c009__v03,0,0,0,17
1000m_r007_c009__v04,0,0,0,16
1000m_r007_c010__v01,0,0,0,4
1000m_r007_c011__v01,6,0,6,0
1000m_r007_c012__v01,13,0,13,0
1000m_r007_c012__v02,13,0,13,0
1000m_r007_c013__v01,0,0,0,18
1000m_r007_c013__v02,0,0,0,17
1000m_r007_c013__v03,0,0,0,17
1000m_r007_c013__v04,0,0,0,17
1000m_r007_c014__v01,17,0,17,0
1000m_r007_c015__v01,13,0,13,0
1000m_r008_c005__v01,6,0,6,0
1000m_r008_c006__v01,12,0,12,0
1000m_r008_c006__v02,11,0,11,0
1000m_r008_c007__v01,19,0,19,0
1000m_r008_c008__v01,16,0,16,0
1000m_r008_c009__v01,19,0,19,0
1000m_r008_c011__v01,3,0,3,0
1000m_r008_c012__v01,0,0,0,5
1000m_r008_c013__v01,19,0,19,0
1000m_r008_c013__v02,19,0,19,0
1000m_r008_c013__v03,18,0,18,0
1000m_r008_c013__v04,18,0,18,0
1000m_r008_c014__v01,6,0,6,0
1000m_r008_c015__v01,0,0,0,7
1000m_r009_c006__v01,0,0,0,15
1000m_r009_c007__v01,0,0,0,8
1000m_r009_c008__v01,0,0,0,20
1000m_r009_c012__v01,4,0,4,0
1000m_r009_c014__v01,0,0,0,12
1000m_r009_c014__v02,0,0,0,11
1000m_r009_c015__v01,0,0,0,8
