grid_id,row,col,center_lng,center_lat,grid_size_m
100m_r009_c060,9,60,114.03884056238584,22.49853395616241,100
100m_r011_c074,11,74,114.05245656029331,22.500330578512393,100
100m_r011_c078,11,78,114.05634684540973,22.500330578512393,100
100m_r011_c084,11,84,114.06218227308436,22.500330578512393,100
100m_r012_c075,12,75,114.05342913157241,22.501228889687386,100
100m_r012_c076,12,76,114.05440170285152,22.501228889687386,100
100m_r012_c077,12,77,114.05537427413063,22.501228889687386,100
100m_r012_c078,12,78,114.05634684540973,22.501228889687386,100
100m_r013_c070,13,70,114.0485662751769,22.502127200862375,100
100m_r013_c072,13,72,114.05051141773511,22.502127200862375,100
100m_r013_c073,13,73,114.0514839890142,22.502127200862375,100
100m_r013_c074,13,74,114.05245656029331,22.502127200862375,100
100m_r013_c075,13,75,114.05342913157241,22.502127200862375,100
100m_r013_c076,13,76,114.05440170285152,22.502127200862375,100
100m_r013_c077,13,77,114.05537427413063,22.502127200862375,100
100m_r013_c078,13,78,114.05634684540973,22.502127200862375,100
100m_r013_c079,13,79,114.05731941668884,22.502127200862375,100
100m_r013_c080,13,80,114.05829198796793,22.502127200862375,100
100m_r013_c081,13,81,114.05926455924704,22.502127200862375,100
100m_r014_c070,14,70,114.0485662751769,22.503025512037368,100
100m_r014_c071,14,71,114.049538846456,22.503025512037368,100
100m_r014_c072,14,72,114.05051141773511,22.503025512037368,100
100m_r014_c073,14,73,114.0514839890142,22.503025512037368,100
100m_r014_c074,14,74,114.05245656029331,22.503025512037368,100
100m_r014_c075,14,75,114.05342913157241,22.503025512037368,100
100m_r014_c076,14,76,114.05440170285152,22.503025512037368,100
100m_r014_c077,14,77,114.05537427413063,22.503025512037368,100
100m_r014_c078,14,78,114.05634684540973,22.503025512037368,100
100m_r014_c079,14,79,114.05731941668884,22.503025512037368,100
100m_r014_c080,14,80,114.05829198796793,22.503025512037368,100
100m_r014_c081,14,81,114.05926455924704,22.503025512037368,100
100m_r014_c082,14,82,114.06023713052615,22.503025512037368,100
100m_r014_c083,14,83,114.06120970180525,22.503025512037368,100
100m_r014_c097,14,97,114.07482569971272,22.503025512037368,100
100m_r015_c064,15,64,114.04273084750227,22.50392382321236,100
100m_r015_c065,15,65,114.04370341878136,22.50392382321236,100
100m_r015_c066,15,66,114.04467599006047,22.50392382321236,100
100m_r015_c067,15,67,114.04564856133958,22.50392382321236,100
100m_r015_c068,15,68,114.04662113261868,22.50392382321236,100
100m_r015_c069,15,69,114.04759370389779,22.50392382321236,100
100m_r015_c070,15,70,114.0485662751769,22.50392382321236,100
100m_r015_c071,15,71,114.049538846456,22.50392382321236,100
100m_r015_c072,15,72,114.05051141773511,22.50392382321236,100
100m_r015_c073,15,73,114.0514839890142,22.50392382321236,100
100m_r015_c074,15,74,114.05245656029331,22.50392382321236,100
100m_r015_c075,15,75,114.05342913157241,22.50392382321236,100
