grid_id,row,col,center_lng,center_lat,grid_size_m
1000m_r009_c007,9,7,114.05294284593286,22.575339561624144,1000
1000m_r009_c008,9,8,114.06266855872391,22.575339561624144,1000
1000m_r009_c009,9,9,114.07239427151497,22.575339561624144,1000
1000m_r009_c010,9,10,114.082119984306,22.575339561624144,1000
1000m_r009_c012,9,12,114.10157140988811,22.575339561624144,1000
1000m_r009_c013,9,13,114.11129712267915,22.575339561624144,1000
1000m_r009_c014,9,14,114.1210228354702,22.575339561624144,1000
1000m_r009_c015,9,15,114.13074854826125,22.575339561624144,1000
1000m_r010_c012,10,12,114.10157140988811,22.584322673374054,1000
1000m_r010_c013,10,13,114.11129712267915,22.584322673374054,1000
1000m_r010_c014,10,14,114.1210228354702,22.584322673374054,1000
